source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type,primary_rel,is_bridge
3036,33649,COLLEAGUE,CL_BI,為Y所辟,directed,909,,0.7,inferred,,25,P,1,1
3036,33649,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3036,94183,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3036,94717,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3129,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3129,3130,KIN,K_SIBLING,兄弟,undirected,,,0.9,inferred,,118,KIN,1,1
3129,30851,COLLEAGUE,CL_RECOMMEND,被Y推薦,directed,765,,0.7,inferred,,14,P,1,1
3129,30851,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3130,3129,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3130,11605,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3130,12261,SOCIAL,SO_CHANGHE,相唱和,undirected,737,,0.6,primary,textid=60019,114,M,1,1
3130,19244,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3130,22451,SOCIAL,SO_CHANGHE,相唱和,undirected,737,,0.6,primary,textid=60019,114,M,1,1
3130,26935,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3130,31046,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,31082,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,31407,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,732,,0.4,inferred,,44,A,1,0
3130,31407,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3130,31847,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,32174,COLLEAGUE,CL_RECOMMEND,推薦,directed,735,,0.7,primary,textid=60019,13,A,1,0
3130,32174,SOCIAL,SO_CHANGHE,相唱和,undirected,737,,0.6,primary,textid=60019,114,M,0,0
3130,32534,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3130,32847,POLITICAL,PO_ADMIRE,欣賞/器重,directed,732,,0.5,inferred,,18,A,1,0
3130,92076,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,92452,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3130,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3130,94500,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,94870,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3130,94901,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,174518,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,339631,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,448894,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3130,449894,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3316,32207,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1,1
3332,3605,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,0,0
3332,3605,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,,,0.4,inferred,,44,A,0,0
3332,3605,COLLEAGUE,CL_TONGLIAO,同僚,undirected,803,,0.8,inferred,,197,M,1,0
3332,3605,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,3915,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,13575,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,0,0
3332,13575,COLLEAGUE,CL_RECOMMEND,推薦,directed,824,,0.7,inferred,,13,A,0,0
3332,13575,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,13624,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,824,,0.4,inferred,,44,A,1,0
3332,13629,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,22469,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,22469,KIN,K_OTHER,姪女之夫,directed,,,0.7,primary,textid=24309,178,KIN,1,0
3332,22572,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,24654,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,30868,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,31042,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,32227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,32248,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,1,0
3332,32540,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,32641,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,32822,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,32940,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,824,,0.4,inferred,,44,A,1,1
3332,33153,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,33158,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,33606,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,1,0
3332,91939,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,92047,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,92079,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,92603,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3332,93025,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,93063,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,93189,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,93220,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,93452,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3332,93952,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,0,0
3332,93952,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,815,,0.4,primary,韓昌黎文集校注,44,A,1,0
3332,93952,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,93963,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,94116,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,94227,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M,0,0
3332,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3332,94273,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,94427,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,94722,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3332,94722,KIN,K_OTHER,孫,directed,,,0.7,primary,textid=24309,243,KIN,1,1
3332,94860,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3332,94941,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,156023,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,173741,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,173812,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,177603,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,179585,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,184921,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3332,189491,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,377597,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,382253,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,444850,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,445192,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,445237,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,445585,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,445983,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3332,446523,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,446704,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,447735,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,449112,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,449911,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3332,449943,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3480,3605,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3480,13624,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3480,15161,KIN,K_CHILD,子,directed,,,1.0,primary,textid=32033,180,KIN,0,1
3480,24654,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1,1
3480,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3480,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3480,92516,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,0,1
3605,3480,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,13059,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3605,13060,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3605,13628,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,22436,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,22572,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3605,22572,KIN,K_AFFINAL,岳父,directed,,,0.7,inferred,,76,KIN,1,1
3605,24654,POLITICAL,PO_OPPOSE,忌/惡,directed,,,0.3,primary,舊唐書,83,A,0,0
3605,24654,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3605,30886,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,31103,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,31312,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3605,32248,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3605,32785,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,819,,0.4,inferred,,44,A,1,1
3605,33606,SOCIAL,SO_FRIEND,友,undirected,,,0.6,inferred,,9,M,0,0
3605,33606,COLLEAGUE,CL_TONGNIAN,同年友,undirected,,,0.7,inferred,,10,M,0,0
3605,33606,SOCIAL,SO_CHANGHE,相唱和,undirected,,,0.6,inferred,,114,M,0,0
3605,33606,COLLEAGUE,CL_TONGLIAO,同僚,undirected,,,0.8,inferred,,197,M,1,0
3605,92177,COLLEAGUE,CL_SUPERIOR,下屬為Y,directed,801,,0.8,inferred,,482,A,0,1
3605,93104,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,93367,SOCIAL,SO_TONGYOU,與Y遊,undirected,,,0.5,inferred,,277,M,1,1
3605,93367,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3605,93452,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,94576,LITERARY,LI_EULOGY,為Y作祭文,directed,,,0.4,inferred,,145,A,0,1
3605,94941,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,178361,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,377178,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,445237,SOCIAL,SO_TONGYOU,與Y遊,undirected,,,0.5,inferred,,277,M,1,1
3605,446711,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3605,448187,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3685,12259,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,15161,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,17130,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,22057,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,30864,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,32227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,32540,LITERARY,LI_STYLE,稱道Y之文風,directed,,,0.4,primary,textid=26149,172,A,1,0
3702,32540,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3702,33753,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,33754,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,94935,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,95025,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3702,445729,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,446262,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,447541,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,448162,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3702,449589,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3789,31275,KIN,K_OTHER,高祖;四世祖,directed,,,0.7,inferred,,39,KIN,0,1
3789,32207,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1,1
3840,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P,1,0
3915,15353,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,17137,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,19245,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,20876,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,30851,SOCIAL,SO_FRIEND,友,undirected,,,0.6,inferred,,9,M,1,0
3915,30851,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3915,30982,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31088,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31103,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31110,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31143,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31158,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31275,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31322,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31413,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31462,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31552,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31560,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,31561,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,31592,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,32128,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,32174,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,32175,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,32540,SOCIAL,SO_FRIEND,友,undirected,,,0.6,inferred,,9,M,1,0
3915,32540,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,0
3915,32540,SOCIAL,SO_TONGYOU,與Y旅遊,undirected,,,0.5,inferred,,555,M,0,0
3915,32583,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,32593,KIN,K_OTHER,祖父,directed,,,0.7,primary,textid=24309,62,KIN,1,0
3915,32683,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,32694,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,32847,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,32889,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,33026,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,33062,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,33638,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,33651,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,92120,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,92285,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,92463,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,92704,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,93141,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,93409,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,93452,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,93894,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,93956,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,94373,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,94771,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,94937,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,94943,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,145814,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,146097,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,0
3915,173788,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,177103,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,179808,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,184603,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,184796,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,187617,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,188233,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,189016,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,195688,SOCIAL,SO_FRIEND,友,undirected,,,0.6,inferred,,9,M,0,1
3915,195688,COLLEAGUE,CL_MULIAO,為Y之幕僚,directed,,,0.8,inferred,,66,A,1,1
3915,195688,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,inferred,,437,A,0,1
3915,376309,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,379873,POLITICAL,PO_OPPOSE,忌/惡,directed,,,0.3,primary,textid=40303,83,A,1,0
3915,382322,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,445407,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,445481,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,445500,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,446137,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,446338,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,446647,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,446659,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,0,1
3915,446859,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,447853,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,448317,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,448371,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,448663,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
3915,448912,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A,1,1
