source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type,source_table,c_source,c_pages,c_sequence,c_text_title,orig_personid,orig_assoc_id
93956,32174,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,342,,[n/a],93956,32174
93956,92035,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,342,,[n/a],92035,93956
93956,92035,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,342,,[n/a],93956,92035
93956,93952,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,346,,[n/a],93952,93956
93956,93952,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,346,,[n/a],93956,93952
94116,3332,TEACHER_STUDENT,TS_STUDENT,學生為Y,directed,,,0.8,primary,人名權威資料（中央研究院歷史語言研究所）,23,P,ASSOC_DATA,9602,18182,,[n/a],3332,94116
94116,3332,TEACHER_STUDENT,TS_STUDENT,為Y之學生,directed,,,0.8,primary,人名權威資料（中央研究院歷史語言研究所）,22,A,ASSOC_DATA,9602,18182,,[n/a],94116,3332
94116,3605,LITERARY,LI_EULOGY,祭文由Y所作,directed,,,0.4,unsourced,,146,P,ASSOC_DATA,,,,[n/a],3605,94116
94116,3605,LITERARY,LI_EULOGY,為Y作祭文,directed,,,0.4,unsourced,,145,A,ASSOC_DATA,,,,[n/a],94116,3605
94116,32889,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,579,,[n/a],32889,94116
94116,32889,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,579,,[n/a],94116,32889
94160,3332,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,988,,[n/a],3332,94160
94160,3332,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,988,,[n/a],94160,3332
94160,13575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,983,,[n/a],13575,94160
94160,13575,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,983,,[n/a],94160,13575
94160,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,986,,[n/a],15161,94160
94160,15161,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,986,,[n/a],94160,15161
94160,26935,KIN,K_OTHER,祖父,directed,,,0.7,primary,Pers DB / 唐代人物知識ベース,62,KIN,KIN_DATA,24309,pers02660,,,94160,26935
94160,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,ASSOC_DATA,40303,985,,[n/a],32227,94160
94160,32227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,ASSOC_DATA,40303,985,,[n/a],94160,32227
