source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type
92147,94160,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92147,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92147,94227,KIN,K_OTHER,從兄,directed,,,0.7,primary,textid=24309,131,KIN
92161,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92161,32822,KIN,K_OTHER,祖父,directed,,,0.7,primary,textid=24309,62,KIN
92161,34916,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92161,92673,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92161,92743,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92161,93832,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92161,95071,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92452,32540,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,textid=25640,17,P
92516,3605,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92516,24654,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92516,91931,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92673,13575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92673,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92673,94160,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92673,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92673,94864,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92673,447419,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
92743,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92743,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92899,13060,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92899,31066,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,21194,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,32054,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,32822,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,32917,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
92982,95210,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93080,92743,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93080,94160,KIN,K_AFFINAL,岳父,directed,,,0.7,primary,textid=24309,76,KIN
93080,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93246,3702,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93246,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93246,32540,LITERARY,LI_STYLE,文風為Y所稱道,directed,,,0.4,primary,textid=26199,173,P
93246,33649,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93246,94717,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93347,93348,KIN,K_SIBLING,妹,undirected,,,0.9,primary,textid=24309,169,KIN
93663,3840,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,資治通鑑,17,P
93663,13060,KIN,K_AFFINAL,翁;公公;丈夫之父,directed,,,0.7,inferred,,395,KIN
93663,19244,KIN,K_OTHER,孫,directed,,,0.7,inferred,,243,KIN
93663,31322,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,舊唐書,17,P
93663,31560,LITERARY,LI_PRAISE_POETRY,詩作為Y所稱道,directed,,,0.4,primary,舊唐書,70,P
93663,91931,POLITICAL,PO_ADMIRE,被Y欣賞/器重,directed,,,0.5,primary,資治通鑑,17,P
93785,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93785,94160,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93785,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93785,94595,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93803,447567,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93832,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93832,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93832,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93832,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93832,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93832,95071,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93952,3332,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93952,13575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93952,22469,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93952,32822,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93952,33859,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93952,94227,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M
93952,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93952,94595,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93952,445983,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
93956,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93956,26935,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93956,31407,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93956,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93956,92035,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
93956,93952,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94116,3332,TEACHER_STUDENT,TS_STUDENT,學生為Y,directed,,,0.8,primary,textid=9602,23,P
94116,3605,LITERARY,LI_EULOGY,祭文由Y所作,directed,,,0.4,inferred,,146,P
94116,32889,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,3332,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,13575,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,26935,KIN,K_OTHER,祖父,directed,,,0.7,primary,textid=24309,62,KIN
94160,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,32980,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,33649,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,92982,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94160,93080,KIN,K_AFFINAL,女婿,directed,,,0.7,primary,textid=24309,181,KIN
94160,94227,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M
94160,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94160,94864,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94160,447419,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94183,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,19244,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,21751,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,26935,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,33649,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,92161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,92673,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,93246,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,93952,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,93956,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,94160,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94183,94227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94183,94595,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94183,94717,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94227,3332,TEACHER_STUDENT,TS_STUDENT,學生為Y,directed,,,0.8,primary,textid=9602,23,P
94227,32980,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94227,33589,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94227,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94227,92147,KIN,K_OTHER,從弟,directed,,,0.7,primary,textid=24309,130,KIN
94227,94116,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94227,94864,SOCIAL,SO_FRIEND,友,undirected,,,0.6,primary,textid=9602,9,M
94227,94864,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94271,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94271,11524,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94271,20876,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94271,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94271,33566,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94412,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94575,17029,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94575,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,19241,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,32174,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,33859,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,93409,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,93832,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94595,95025,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,textid=40303,437,A
94717,93246,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94864,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94864,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94864,92047,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
94864,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95025,31275,LITERARY,LI_EPITAPH,墓誌銘由Y所作,directed,,,0.4,inferred,,43,P
95025,32889,LITERARY,LI_EPITAPH,墓誌銘由Y所作,directed,,,0.4,inferred,,43,P
95025,33859,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95025,94595,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95068,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95068,21751,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95068,24654,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95068,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,3915,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,21194,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,32227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,92673,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,93080,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95071,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95210,32248,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
95210,32248,KIN,K_OTHER,表兄弟,directed,,,0.7,primary,textid=9601,411,KIN
195105,30851,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
195105,31322,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
195105,32540,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
195105,93785,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
444817,447292,KIN,K_CHILD,女兒,directed,,,1.0,primary,舊唐書,176,KIN
447292,444817,KIN,K_PARENT,母,directed,,,1.0,primary,舊唐書,111,KIN
447419,36130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447419,92147,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447419,94227,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447567,15161,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447567,21751,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447567,32985,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
447567,33606,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
448874,33649,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
448874,93246,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
448874,94183,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
450316,94160,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,textid=40303,438,P
