c_personid,name_chn,name_rm,surname_chn,given_name_chn,birthyear,deathyear,is_female,dynasty_code,dynasty_chn,dynasty_en,role,bridge_tier
32208,李齊物,Li Qiwu,李,齊物,,761,0,6,唐,Tang,bridge,A
32225,白敏中,Bai Minzhong,白,敏中,792,861,0,6,唐,Tang,bridge,B
32400,崔造,Cui Zao(2),崔,造,737,787,0,6,唐,Tang,bridge,C
32404,蘇綰,Su Wan,蘇,綰,,,0,6,唐,Tang,bridge,B
32430,顏師古,Yan Shigu,顏,師古,581,645,0,6,唐,Tang,bridge,C
32562,苗晉卿,Miao Jinqing,苗,晉卿,689,765,0,6,唐,Tang,bridge,B
32575,蕭昕,Xiao Xin,蕭,昕,699,791,0,6,唐,Tang,bridge,B
32641,崔邠,Cui Bin,崔,邠,754,815,0,6,唐,Tang,bridge,B
32644,崔鄲,Cui Dan(2),崔,鄲,,,0,6,唐,Tang,bridge,B
32672,元載,Yuan Zai,元,載,,777,0,6,唐,Tang,bridge,B
32683,杜鴻漸,Du Hongjian,杜,鴻漸,709,769,0,6,唐,Tang,bridge,B
32694,賈至,Jia Zhi,賈,至,718,772,0,6,唐,Tang,bridge,B
32746,李蔚,Li Wei,李,蔚,,879,0,6,唐,Tang,bridge,C
32760,李絳,Li Jiang,李,絳,764,830,0,6,唐,Tang,bridge,B
32785,陳京,Chen Jing,陳,京,,805,0,6,唐,Tang,bridge,C
32873,段秀實,Duan Xiushi,段,秀實,719,783,0,6,唐,Tang,bridge,B
32937,獨孤朗,Dugu Lang,獨孤,朗,775,827,0,6,唐,Tang,bridge,C
32940,獨孤郁,Dugu Yu,獨孤,郁,776,815,0,6,唐,Tang,bridge,B
33026,崔國輔,Cui Guofu,崔,國輔,,,0,6,唐,Tang,bridge,B
33094,張義方,Zhang Yifang,張,義方,,,0,6,唐,Tang,bridge,A
33104,皇甫鏞,Huangfu Yong,皇甫,鏞,760,836,0,6,唐,Tang,bridge,B
33148,鄭珣瑜,Zheng Xunyu,鄭,珣瑜,738,805,0,6,唐,Tang,bridge,C
33153,鄭餘慶,Zheng Yuqing,鄭,餘慶,746,820,0,6,唐,Tang,bridge,B
33158,鄭澣,Zheng Huan,鄭,澣,776,839,0,6,唐,Tang,bridge,B
33487,李益,Li Yi,李,益,748,827,0,6,唐,Tang,bridge,B
33588,柳公綽,Liu Gongchuo,柳,公綽,768,832,0,6,唐,Tang,bridge,C
33638,薛據,Xue Ju,薛,據,,,0,6,唐,Tang,bridge,B
33705,陸贄,Lu Zhi,陸,贄,754,805,0,6,唐,Tang,bridge,C
33754,盧鴻,Lu Hong,盧,鴻,,,0,6,唐,Tang,bridge,B
91930,上官儀,Shangguan Yi,上官,儀,607,664,0,6,唐,Tang,bridge,C
91939,釋廣宣,Shi  Guangxuan,釋,廣宣,,,0,6,唐,Tang,bridge,B
91973,馬戴,Ma Dai,馬,戴,,,0,6,唐,Tang,bridge,B
91990,王貞白,Wang Zhenbai,王,貞白,,,0,6,唐,Tang,bridge,C
92050,王駕,Wang Jia,王,駕,,,0,6,唐,Tang,bridge,C
92061,王起,Wang Qi,王,起,760,847,0,6,唐,Tang,bridge,B
92076,王晙,Wang Jun,王,晙,662,732,0,6,唐,Tang,bridge,B
92079,王涯,Wang Ya,王,涯,763,835,0,6,唐,Tang,bridge,B
92084,王琚,Wang Ju,王,琚,685,746,0,6,唐,Tang,bridge,C
92109,王播,Wang Bo,王,播,759,830,0,6,唐,Tang,bridge,B
92120,王翰,Wang Han,王,翰,,,0,6,唐,Tang,bridge,B
92133,釋元孚,Shi Yuanfu,釋,元孚,,,0,6,唐,Tang,bridge,B
92136,元宗簡,Yuan Zongjian,元,宗簡,,822,0,6,唐,Tang,bridge,B
92153,韋丹,Wei Dan,韋,丹,753,810,0,6,唐,Tang,bridge,B
92154,韋處厚,Wei Chuhou,韋,處厚,773,828,0,6,唐,Tang,bridge,B
92155,韋式,Wei Shi,韋,式,,,0,6,唐,Tang,bridge,B
92177,韋夏卿,Wei Xiaqing,韋,夏卿,743,806,0,6,唐,Tang,bridge,B
92180,韋渠牟,Wei Qumou,韋,渠牟,749,801,0,6,唐,Tang,bridge,B
92196,韋蟾,Wei Chan,韋,蟾,,,0,6,唐,Tang,bridge,B
92246,釋文秀,Shi Wenxiu,釋,文秀,,,0,6,唐,Tang,bridge,C
92269,孔紹安,Kong Shaoan,孔,紹安,,,0,5,隋,Sui,bridge,C
92285,釋可朋,Shi Kepeng,釋,可朋,907,,0,6,唐,Tang,bridge,C
92324,盧言,Lu Yan,盧,言,,,0,6,唐,Tang,bridge,C
92328,盧綸,Lu Lun,盧,綸,,,0,6,唐,Tang,bridge,B
92366,盧肇,Lu Zhao,盧,肇,,,0,6,唐,Tang,bridge,B
92369,釋歸仁,Shi Guiren,釋,歸仁,,,0,6,唐,Tang,bridge,C
92389,史虛白,Shi Xubai,史,虛白,895,961,0,47,後唐,Later Tang (5 dynasties),bridge,A
92411,包佶,Bao Ji,包,佶,727,792,0,6,唐,Tang,bridge,B
92423,陳褘,Chen Yi,陳,褘,600,664,0,6,唐,Tang,bridge,C
92446,司空曙,Sikong Shu,司空,曙,,,0,6,唐,Tang,bridge,B
92463,戎昱,Rong Yu,戎,昱,,,0,6,唐,Tang,bridge,B
92533,朱可久,Zhu Kejiu,朱,可久,,,0,6,唐,Tang,bridge,B
92541,朱放,Zhu Fang,朱,放,,788,0,6,唐,Tang,bridge,B
92577,任敬臣,Ren Jingchen,任,敬臣,,,0,6,唐,Tang,bridge,C
92603,劉乂,Liu  Yi,劉,乂,,,0,6,唐,Tang,bridge,B
92608,劉太真,Liu Taizhen,劉,太真,725,792,0,6,唐,Tang,bridge,C
92658,劉洞,Liu Dong,劉,洞,,975,0,0,未詳,unknown,bridge,A
92665,劉眘虛,Liu Shenxu,劉,眘虛,,,0,6,唐,Tang,bridge,B
92704,胡得生,Hu Desheng,胡,得生,864,943,0,34,後梁,Later Liang (5 dynasties),bridge,B
92751,許棠,Xu Tang,許,棠,822,,0,6,唐,Tang,bridge,B
92814,嚴維,Yan Wei,嚴,維,,780,0,6,唐,Tang,bridge,B
92864,李山甫,Li Shanfu,李,山甫,,,0,6,唐,Tang,bridge,C
92880,李從謙,Li Congqian,李,從謙,946,995,0,15,宋,Song,bridge,A
92921,李陽冰,Li Yangbing,李,陽冰,,,0,6,唐,Tang,bridge,C
92959,李賢,Li Xian,李,賢,654,684,0,6,唐,Tang,bridge,B
92999,李適,Li Shi,李,適,663,711,0,6,唐,Tang,bridge,B
93013,李泰,Li Tai,李,泰,618,652,0,6,唐,Tang,bridge,B
93022,李頎,Li Qi,李,頎,,,0,6,唐,Tang,bridge,B
93025,李逢吉,Li Fengji,李,逢吉,758,835,0,6,唐,Tang,bridge,B
93031,李家明,Li Jiaming,李,家明,,,0,10,南唐,Southern Tang (10 states),bridge,A
93063,李程,Li Cheng,李,程,766,842,0,6,唐,Tang,bridge,B
93071,李渤,Li Bo,李,渤,773,831,0,6,唐,Tang,bridge,B
93088,李廓,Li Kuo,李,廓,,,0,6,唐,Tang,bridge,B
93093,李群玉,Li Qunyu,李,群玉,,862,0,6,唐,Tang,bridge,B
93096,李嘉祐,Li Jiayou,李,嘉祐,,779,0,6,唐,Tang,bridge,B
93103,李端,Li Duan,李,端,,786,0,6,唐,Tang,bridge,C
93104,李愬,Li Su,李,愬,773,821,0,6,唐,Tang,bridge,B
93139,楊巨源,Yang Juyuan,楊,巨源,755,833,0,6,唐,Tang,bridge,B
93141,楊氏,Yang Shi,楊,氏,,926,1,0,未詳,unknown,bridge,B
93187,楊敬之,Yang Jingzhi,楊,敬之,,,0,6,唐,Tang,bridge,B
93189,楊嗣復,Yang Sifu,楊,嗣復,783,848,0,6,唐,Tang,bridge,B
93208,來濟,Lai Ji,來,濟,610,662,0,6,唐,Tang,bridge,C
93220,吳丹,Wu Dan,吳,丹,744,825,0,6,唐,Tang,bridge,B
93297,釋懷素,Shi  Huaisu,釋,懷素,737,,0,6,唐,Tang,bridge,B
93311,沈亞之,Shen Yazhi,沈,亞之,,831,0,6,唐,Tang,bridge,B
93367,釋靈澈,Shi  Lingche,釋,靈澈,746,816,0,6,唐,Tang,bridge,B
93452,張建封,Zhang Jianfeng,張,建封,735,800,0,6,唐,Tang,bridge,B
93458,張南史,Zhang Nanshi,張,南史,,,0,6,唐,Tang,bridge,B
93476,張祜,Zhang Hu,張,祜,792,853,0,6,唐,Tang,bridge,B
93485,張翬,Zhang Hui,張,翬,,,0,6,唐,Tang,bridge,A
93503,張諲,Zhang Yin,張,諲,,,0,6,唐,Tang,bridge,B
93520,張道古,Zhang Daogu,張,道古,,908,0,6,唐,Tang,bridge,B
93522,張諤,Zhang E,張,諤,,,0,6,唐,Tang,bridge,C
93541,張蠙,Zhang Pin,張,蠙,,,0,75,前蜀,Former Shu (10 states),bridge,B
93543,張濛,Zhang Meng,張,濛,,,0,6,唐,Tang,bridge,C
93544,張曙,Zhang Shu,張,曙,,,0,6,唐,Tang,bridge,C
93603,陳希烈,Chen Xilie,陳,希烈,,757,0,6,唐,Tang,bridge,B
93627,陳陶,Chen Tao,陳,陶,803,879,0,6,唐,Tang,bridge,B
93671,苗發,Miao Fa,苗,發,,786,0,6,唐,Tang,bridge,C
93707,林寛,Lin Kuan,林,寛,,,0,6,唐,Tang,bridge,C
93893,鄭薰,Zheng Xun,鄭,薰,,,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
93894,鄭顥,Zheng Hao,鄭,顥,,860,0,6,唐,Tang,bridge,C
93899,釋法進,Shi Fajin,釋,法進,,,0,6,唐,Tang,bridge,A
93963,孟簡,Meng Jian,孟,簡,,823,0,6,唐,Tang,bridge,B
94018,趙嘏,Zhao Gu,趙,嘏,806,852,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
94051,南卓,Nan Zhuo,南,卓,,,0,6,唐,Tang,bridge,B
94055,柳淡,Liu Dan,柳,淡,,,0,6,唐,Tang,bridge,B
94073,暢當,Chang Dang,暢,當,,,0,6,唐,Tang,bridge,C
94075,釋思託,Shi Situo,釋,思託,,,0,6,唐,Tang,bridge,A
94109,皇甫冉,Huangfu Ran,皇甫,冉,717,770,0,6,唐,Tang,bridge,B
94112,皇甫松,Huangfu Song,皇甫,松,,,0,6,唐,Tang,bridge,C
94172,姚鵠,Yao Hu,姚,鵠,,,0,6,唐,Tang,bridge,B
94185,秦系,Qin Xi,秦,系,720,800,0,6,唐,Tang,bridge,B
94204,耿湋,Geng Wei,耿,湋,,,0,6,唐,Tang,bridge,B
94220,釋栖白,Shi Qibai,釋,栖白,,,0,6,唐,Tang,bridge,B
94237,顧雲,Gu Yun,顧,雲,,894,0,6,唐,Tang,bridge,B
94240,顧況,Gu Kuang,顧,況,727,816,0,6,唐,Tang,bridge,B
94262,錢可復,Qian Kefu,錢,可復,,835,0,6,唐,Tang,bridge,C
94273,錢徽,Qian Hui,錢,徽,755,829,0,6,唐,Tang,bridge,B
94305,徐浩,Xu Hao,徐,浩,703,782,0,6,唐,Tang,bridge,B
94324,殷堯藩,Yin Yaofan,殷,堯藩,,,0,6,唐,Tang,bridge,B
94341,高元裕,Gao Yuanyu,高,元裕,777,852,0,6,唐,Tang,bridge,B
94356,高駢,Gao Pian,高,駢,821,887,0,6,唐,Tang,bridge,C
94369,高鶴林,Gao Helin,高,鶴林,,,0,6,唐,Tang,bridge,A
94371,高蟾,Gao Chan,高,蟾,,,0,6,唐,Tang,bridge,C
94373,郭子儀,Guo Ziyi,郭,子儀,697,781,0,6,唐,Tang,bridge,C
94427,諸葛覺,Zhuge Jue,諸葛,覺,,,0,6,唐,Tang,bridge,B
94475,曹松,Cao Song,曹,松,830,902,0,6,唐,Tang,bridge,B
94484,釋虛中,Shi Xuzhong,釋,虛中,,,0,6,唐,Tang,bridge,B
94489,常建,Chang Jian,常,建,,,0,6,唐,Tang,bridge,C
94500,崔日用,Cui Riyong,崔,日用,673,722,0,6,唐,Tang,bridge,B
94549,崔泰之,Cui  Taizhi,崔,泰之,667,723,0,6,唐,Tang,bridge,B
94576,崔羣,Cui Qun,崔,羣,772,832,0,6,唐,Tang,bridge,C
94614,章八元,Zhang Bayuan,章,八元,,,0,6,唐,Tang,bridge,C
94617,章孝標,Zhang Xiaobiao,章,孝標,,,0,36,吳(楊),Wu (Yang: 10 states),bridge,B
94651,梁肅,Liang Su,梁,肅,753,793,0,6,唐,Tang,bridge,B
94691,蔣防,Jiang Fang,蔣,防,,,0,6,唐,Tang,bridge,B
94714,韓翃,Han Hong,韓,翃,,,0,6,唐,Tang,bridge,B
94722,韓湘,Han Xiang,韓,湘,795,,0,6,唐,Tang,bridge,B
94724,韓熙載,Han Xizai,韓,熙載,902,970,0,47,後唐,Later Tang (5 dynasties),bridge,A
94740,喩鳧,Yu Fu,喩,鳧,,,0,6,唐,Tang,bridge,B
94771,儲光羲,Chu Guangxi,儲,光羲,706,762,0,6,唐,Tang,bridge,B
94860,鮑溶,Bao Rong,鮑,溶,,,0,6,唐,Tang,bridge,B
94870,竇弘餘,Dou Hongyu,竇,弘餘,,,0,6,唐,Tang,bridge,B
94871,竇鞏,Dou Gong,竇,鞏,771,830,0,6,唐,Tang,bridge,B
94888,竇羣,Dou Qun,竇,羣,765,814,0,6,唐,Tang,bridge,B
94901,綦毋潛,Qiguan Qian,綦毋,潛,,,0,6,唐,Tang,bridge,B
94935,裴坦,Pei Tan,裴,坦,,874,0,6,唐,Tang,bridge,B
94937,裴迪,Pei Di,裴,迪,,,0,6,唐,Tang,bridge,B
94941,裴度,Pei Du,裴,度,765,839,0,6,唐,Tang,bridge,B
94943,裴說,Pei Yue,裴,說,,,0,6,唐,Tang,bridge,B
95042,潘孟陽,Pan Mengyang,潘,孟陽,764,815,0,6,唐,Tang,bridge,C
95047,薛震,Xue Zhen,薛,震,623,684,0,6,唐,Tang,bridge,C
95066,薛逢,Xue Feng,薛,逢,,,0,6,唐,Tang,bridge,B
118199,李錡,Li Qi,李,錡,741,807,0,6,唐,Tang,bridge,C
136174,李抱真,Li Baozhen,李,抱真,733,794,0,6,唐,Tang,bridge,B
139162,蘇娬,Su Wu,蘇,娬,589,613,1,5,隋,Sui,bridge,A
139803,李氏（臨川公主）,Li Shi(Lin Chuan Princess),李,氏（臨川公主）,624,682,1,6,唐,Tang,bridge,B
140204,李仙蕙（永泰公主）,Li Xianhui(Yongtai Princess),李,仙蕙（永泰公主）,685,701,1,77,周,Zhou (Wu Zetian),bridge,B
145215,裴夷直,Pei Yizhi,裴,夷直,787,859,0,6,唐,Tang,bridge,B
145566,蕭存,Xiao Cun,蕭,存,739,800,0,6,唐,Tang,bridge,A
145814,嚴礪,Yan Li,嚴,礪,743,809,0,6,唐,Tang,bridge,C
146237,戴叔倫,Dai Shulun,戴,叔倫,732,789,0,6,唐,Tang,bridge,B
147517,尉遲本真,Yuchi Benzhen,尉遲,本真,,,0,0,未詳,unknown,bridge,A
147518,尉遲孟都,Yuchi Mengdou,尉遲,孟都,,,0,0,未詳,unknown,bridge,A
156023,韋皋,Wei Gao,韋,皋,,,0,6,唐,Tang,bridge,B
169209,李景讓,Li Jingrang,李,景讓,788,860,0,6,唐,Tang,bridge,B
171077,裴贄,Pei Zhi,裴,贄,,905,0,0,未詳,unknown,bridge,B
171253,裴垍,Pei Ji,裴,垍,,811,0,6,唐,Tang,bridge,B
172582,楊朏,Yang Ku,楊,朏,,806,0,6,唐,Tang,bridge,C
173145,長孫鑄,Zhangsun Zhu,長孫,鑄,,796,0,6,唐,Tang,bridge,A
173383,李迥秀,Li Jiongxiu,李,迥秀,,682,0,6,唐,Tang,bridge,B
173516,李榮,Li Rong,李,榮,,792,0,6,唐,Tang,bridge,C
173741,李愿,Li Yuan,李,愿,,825,0,6,唐,Tang,bridge,B
173788,李曄,Li Ye,李,曄,,776,0,6,唐,Tang,bridge,B
173812,李觀,Li Guan,李,觀,,799,0,6,唐,Tang,bridge,B
174518,李乂,Li Yi,李,乂,,837,0,6,唐,Tang,bridge,B
175289,李昂,Li Ang,李,昂,,781,0,6,唐,Tang,bridge,B
175493,王質,Wang Zhi,王,質,,857,0,6,唐,Tang,bridge,C
175810,王鐸,Wang Duo,王,鐸,,748,0,6,唐,Tang,bridge,B
176026,魏元忠,Wei Yuanzhong,魏,元忠,,715,0,6,唐,Tang,bridge,B
176037,魏扶,Wei Fu,魏,扶,,850,0,6,唐,Tang,bridge,B
176408,張喬,Zhang Qiao,張,喬,,897,0,6,唐,Tang,bridge,B
176815,馬植,Ma Zhi,馬,植,,856,0,6,唐,Tang,bridge,B
177103,崔惠童,Cui Huitong,崔,惠童,,767,0,6,唐,Tang,bridge,B
177429,崔道融,Cui Daorong,崔,道融,,742,0,6,唐,Tang,bridge,B
177601,于興宗,Yu Xingzong,于,興宗,,855,0,6,唐,Tang,bridge,C
177603,于頔,Yu Di,于,頔,,818,0,6,唐,Tang,bridge,B
177679,崔峒,Cui Dong,崔,峒,,749,0,6,唐,Tang,bridge,B
178361,韓泰,Han Tai,韓,泰,,800,0,6,唐,Tang,bridge,B
178775,盧鈞,Lu Jun,盧,鈞,770,857,0,6,唐,Tang,bridge,B
179256,盧僎,Lu Zhuan,盧,僎,,724,0,6,唐,Tang,bridge,C
179585,陸長源,Lu Changyuan,陸,長源,,772,0,6,唐,Tang,bridge,B
179808,趙彥昭,Zhao Yanzhao,趙,彥昭,,714,0,6,唐,Tang,bridge,B
181936,姚發,Yao Fa,姚,發,,751,0,6,唐,Tang,bridge,A
183943,鄭畋,Zheng Tian,鄭,畋,824,883,0,6,唐,Tang,bridge,C
183952,鄭愔,Zheng Yin,鄭,愔,,715,0,6,唐,Tang,bridge,B
184472,舒元輿,Shu Yuanyu,舒,元輿,,835,0,6,唐,Tang,bridge,C
184603,畢曜,Bi Yao,畢,曜,,787,0,6,唐,Tang,bridge,B
184796,孔巢父,Kong Chaofu,孔,巢父,,784,0,6,唐,Tang,bridge,B
184921,李克恭,Li Kegong,李,克恭,,920,0,0,未詳,unknown,bridge,B
186899,李甘,Li Gan,李,甘,,836,0,6,唐,Tang,bridge,C
187046,李播,Li Bo,李,播,,903,0,0,未詳,unknown,bridge,B
187089,李郢,Li Ying,李,郢,,903,0,0,未詳,unknown,bridge,B
187166,李洞,Li Dong,李,洞,,878,0,6,唐,Tang,bridge,B
187242,李少康,Li Shaokang,李,少康,,757,0,6,唐,Tang,bridge,C
187373,李嶼,Li Yu,李,嶼,,779,0,6,唐,Tang,bridge,C
187617,李貞,Li Zhen,李,貞,,757,0,6,唐,Tang,bridge,C
188190,李餘,Li Yu,李,餘,,922,0,0,未詳,unknown,bridge,B
188233,李元嬰,Li Yuanying,李,元嬰,,652,0,6,唐,Tang,bridge,C
188499,李遠,Li Yuan,李,遠,,955,0,0,未詳,unknown,bridge,B
188617,李承業,Li Chengye,李,承業,,739,0,6,唐,Tang,bridge,A
188618,李承嘉,Li Chengjia,李,承嘉,,739,0,6,唐,Tang,bridge,A
188619,李承胤,Li Chengyin,李,承胤,,739,0,6,唐,Tang,bridge,A
188620,李承祖,Li Chengzu,李,承祖,,739,0,6,唐,Tang,bridge,A
188925,李重俊,Li Zhongjun,李,重俊,,742,0,6,唐,Tang,bridge,C
189016,李範（岐王）,Li Fan(Qi Wang),李,範（岐王）,,748,0,6,唐,Tang,bridge,B
189491,胡証,Hu Zheng,胡,証,,743,0,6,唐,Tang,bridge,B
189569,許孟容,Xu Mengrong,許,孟容,742,818,0,6,唐,Tang,bridge,B
189633,范傳正,Fan Chuanzheng,范,傳正,,815,0,6,唐,Tang,bridge,C
190786,崔昭,Cui Zhao,崔,昭,,791,0,6,唐,Tang,bridge,B
194122,蕭旻,Xiao Min,蕭,旻,,724,0,6,唐,Tang,bridge,A
194588,嚴休復,Yan Xiufu,嚴,休復,,840,0,6,唐,Tang,bridge,B
195688,嚴武,Yan Wu,嚴,武,725,765,0,6,唐,Tang,bridge,B
196063,王守澄,Wang Shoucheng,王,守澄,,835,0,6,唐,Tang,bridge,C
339631,李憲（唐讓皇帝）,Li Xian(Rang Emperor of Tang),李,憲（唐讓皇帝）,679,741,0,6,唐,Tang,bridge,B
376309,李輔國,Li Fuguo,李,輔國,704,762,0,6,唐,Tang,bridge,C
377178,楊歸厚,Yang Guihou,楊,歸厚,,,0,6,唐,Tang,bridge,B
377597,裴均,Pei Jun,裴,均,,,0,6,唐,Tang,bridge,C
379269,呂讓,Lv Rang,呂,讓,,,0,6,唐,Tang,bridge,C
379405,夏侯審,Xiahou Shen,夏侯,審,,,0,6,唐,Tang,bridge,C
379430,徐彥伯,Xu Yanbo,徐,彥伯,,,0,6,唐,Tang,bridge,B
380576,李湯,Li Tang,李,湯,,,0,6,唐,Tang,bridge,C
380654,趙縱,Zhao Zong,趙,縱,,,0,6,唐,Tang,bridge,C
381119,鄭諤,Zheng E,鄭,諤,,,0,6,唐,Tang,bridge,C
