source_id,target_id,rel_type,rel_subtype,rel_desc_chn,direction,year_start,year_end,weight,evidence_level,source_ref,cbdb_assoc_code,cbdb_role_type,evidence_count,evidence_list,primary_rel,is_bridge
3605,32785,LITERARY,LI_EPITAPH,為Y作墓誌銘,directed,819,,0.4,unsourced,,44,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": 0, ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 32785, ""cbdb_assoc_code"": 44}]",1,0
3605,33606,SOCIAL,SO_FRIEND,友,undirected,,,0.6,unsourced,,9,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3605"", ""orig_assoc_id"": ""33606"", ""cbdb_assoc_code"": ""9""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""33606"", ""orig_assoc_id"": ""3605"", ""cbdb_assoc_code"": ""9""}]",0,0
3605,33606,COLLEAGUE,CL_TONGNIAN,同年友,undirected,,,0.7,unsourced,,10,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3605"", ""orig_assoc_id"": ""33606"", ""cbdb_assoc_code"": ""10""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""33606"", ""orig_assoc_id"": ""3605"", ""cbdb_assoc_code"": ""10""}]",0,0
3605,33606,SOCIAL,SO_CHANGHE,相唱和,undirected,,,0.6,unsourced,,114,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3605"", ""orig_assoc_id"": ""33606"", ""cbdb_assoc_code"": ""114""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""33606"", ""orig_assoc_id"": ""3605"", ""cbdb_assoc_code"": ""114""}]",0,0
3605,33606,COLLEAGUE,CL_TONGLIAO,同僚,undirected,,,0.8,unsourced,,197,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3605"", ""orig_assoc_id"": ""33606"", ""cbdb_assoc_code"": ""197""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""33606"", ""orig_assoc_id"": ""3605"", ""cbdb_assoc_code"": ""197""}]",1,0
3605,92177,COLLEAGUE,CL_SUPERIOR,下屬為Y,directed,801,,0.8,unsourced,,482,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 92177, ""orig_assoc_id"": 3605, ""cbdb_assoc_code"": 482}]",0,0
3605,93104,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1189"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 93104, ""cbdb_assoc_code"": 437}]",1,0
3605,93367,SOCIAL,SO_TONGYOU,與Y遊,undirected,,,0.5,unsourced,,277,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 93367, ""cbdb_assoc_code"": 277}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 93367, ""orig_assoc_id"": 3605, ""cbdb_assoc_code"": 277}]",1,0
3605,93367,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1187"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 93367, ""cbdb_assoc_code"": 437}]",0,0
3605,93452,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1187"", ""c_sequence"": """", ""c_text_title"": ""韋道安"", ""orig_personid"": 3605, ""orig_assoc_id"": 93452, ""cbdb_assoc_code"": 437}]",1,0
3605,94576,LITERARY,LI_EULOGY,為Y作祭文,directed,,,0.4,unsourced,,145,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 94576, ""orig_assoc_id"": 3605, ""cbdb_assoc_code"": 145}]",0,0
3605,94941,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1187"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 94941, ""cbdb_assoc_code"": 437}]",1,0
3605,178361,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1189"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 178361, ""cbdb_assoc_code"": 437}]",1,0
3605,377178,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1189"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 377178, ""cbdb_assoc_code"": 437}]",1,0
3605,445237,SOCIAL,SO_TONGYOU,與Y遊,undirected,,,0.5,unsourced,,277,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 445237, ""cbdb_assoc_code"": 277}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 445237, ""orig_assoc_id"": 3605, ""cbdb_assoc_code"": 277}]",1,0
3605,446711,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1188"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 446711, ""cbdb_assoc_code"": 437}]",1,0
3605,448187,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1189"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3605, ""orig_assoc_id"": 448187, ""cbdb_assoc_code"": 437}]",1,0
3685,12259,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1409"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3685, ""orig_assoc_id"": 12259, ""cbdb_assoc_code"": 437}]",1,0
3702,15161,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""15161"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""15161"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,17130,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""731"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""17130"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""731"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""17130"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,22057,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""729"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""22057"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""729"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""22057"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,30864,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""30864"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""30864"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,32227,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""731"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""32227"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""731"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""32227"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,32540,LITERARY,LI_STYLE,稱道Y之文風,directed,,,0.4,primary,皮日休集,172,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""26149"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""劉棗強碑"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""32540"", ""cbdb_assoc_code"": ""172""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""26149"", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""劉棗強碑"", ""orig_personid"": ""32540"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""173""}]",1,0
3702,32540,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""32540"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""32540"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",0,0
3702,33753,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""733"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""33753"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""733"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""33753"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,33754,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""731"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 33754, ""cbdb_assoc_code"": 437}]",1,0
3702,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""730"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 93476, ""cbdb_assoc_code"": 437}]",1,0
3702,94935,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""730"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 94935, ""cbdb_assoc_code"": 437}]",1,0
3702,95025,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""729"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3702"", ""orig_assoc_id"": ""95025"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""729"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""95025"", ""orig_assoc_id"": ""3702"", ""cbdb_assoc_code"": ""438""}]",1,0
3702,445729,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""729"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 445729, ""cbdb_assoc_code"": 437}]",1,0
3702,446262,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""730"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 446262, ""cbdb_assoc_code"": 437}]",1,0
3702,447541,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""732"", ""c_sequence"": 0, ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 447541, ""cbdb_assoc_code"": 437}]",1,0
3702,448162,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""732"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 448162, ""cbdb_assoc_code"": 437}]",1,0
3702,449589,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""733"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3702, ""orig_assoc_id"": 449589, ""cbdb_assoc_code"": 437}]",1,0
3789,31275,KIN,K_OTHER,高祖;四世祖,directed,,,0.7,unsourced,,39,KIN,1,"[{""source_table"": ""KIN_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": """", ""orig_personid"": 3789, ""orig_assoc_id"": 31275, ""cbdb_assoc_code"": 39}]",0,0
3789,32207,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""665"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 32207, ""orig_assoc_id"": 3789, ""cbdb_assoc_code"": 438}]",1,0
3840,93476,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""250"", ""c_sequence"": 0, ""c_text_title"": ""[n/a]"", ""orig_personid"": 93476, ""orig_assoc_id"": 3840, ""cbdb_assoc_code"": 437}]",0,0
3915,3130,SOCIAL,SO_GIFT_POETRY,收到Y的贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,438,P,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1105"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3130"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1105"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""3130"", ""cbdb_assoc_code"": ""437""}]",1,0
3915,15353,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1120"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 15353, ""cbdb_assoc_code"": 437}]",1,0
3915,17137,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1110"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 17137, ""cbdb_assoc_code"": 437}]",1,0
3915,19245,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1111"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 19245, ""cbdb_assoc_code"": 437}]",1,0
3915,20876,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1121"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""20876"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1121"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""20876"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,30851,SOCIAL,SO_FRIEND,友,undirected,,,0.6,unsourced,,9,M,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""30851"", ""cbdb_assoc_code"": ""9""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": """", ""c_pages"": """", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""30851"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""9""}]",1,0
3915,30851,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1100"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""30851"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1100"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""30851"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",0,0
3915,30982,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1103"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""30982"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1103"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""30982"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,31088,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1115"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31088, ""cbdb_assoc_code"": 437}]",1,0
3915,31103,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1121"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31103, ""cbdb_assoc_code"": 437}]",1,0
3915,31110,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1121"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""31110"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1121"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31110"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,31143,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1124"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""31143"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1124"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31143"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,31158,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1116"", ""c_sequence"": 0, ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31158, ""cbdb_assoc_code"": 437}]",1,0
3915,31275,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1111"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""31275"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1111"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31275"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,31322,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,2,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1124"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""3915"", ""orig_assoc_id"": ""31322"", ""cbdb_assoc_code"": ""437""}, {""source_table"": ""ASSOC_DATA"", ""c_source"": ""40303"", ""c_pages"": ""1124"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": ""31322"", ""orig_assoc_id"": ""3915"", ""cbdb_assoc_code"": ""438""}]",1,0
3915,31413,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1105"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31413, ""cbdb_assoc_code"": 437}]",1,0
3915,31462,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1125"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31462, ""cbdb_assoc_code"": 437}]",1,0
3915,31552,SOCIAL,SO_GIFT_POETRY,贈詩、文,directed,,,0.5,primary,唐五代人交往詩索引,437,A,1,"[{""source_table"": ""ASSOC_DATA"", ""c_source"": 40303, ""c_pages"": ""1117"", ""c_sequence"": """", ""c_text_title"": ""[n/a]"", ""orig_personid"": 3915, ""orig_assoc_id"": 31552, ""cbdb_assoc_code"": 437}]",1,0
